-255,0
-254,0.02352941
-253,0.04705882
-252,0.07058824
-251,0.09411765
-250,0.1176471
-249,0.1411765
-248,0.1647059
-247,0.1882353
-246,0.2117647
-245,0.2352941
-244,0.2588235
-243,0.282353
-242,0.3058824
-241,0.3294118
-240,0.3529412
-239,0.3764706
-238,0.4
-237,0.4235294
-236,0.4470588
-235,0.4705882
-234,0.4941176
-233,0.5176471
-232,0.5411765
-231,0.5647059
-230,0.5882353
-229,0.6117647
-228,0.6352941
-227,0.6588235
-226,0.682353
-225,0.7058824
-224,0.7294118
-223,0.7529412
-222,0.7764706
-221,0.8
-220,0.8235294
-219,0.8470588
-218,0.8705882
-217,0.8941177
-216,0.9176471
-215,0.9411765
-214,0.9647059
-213,0.9882353
-212.5,1
-211.5,0.9764706
-210.5,0.9529412
-209.5,0.9294118
-208.5,0.9058824
-207.5,0.8823529
-206.5,0.8588235
-205.5,0.8352941
-204.5,0.8117647
-203.5,0.7882353
-202.5,0.7647059
-201.5,0.7411765
-200.5,0.7176471
-199.5,0.6941177
-198.5,0.6705883
-197.5,0.6470588
-196.5,0.6235294
-195.5,0.6
-194.5,0.5764706
-193.5,0.5529412
-192.5,0.5294118
-191.5,0.5058824
-190.5,0.4823529
-189.5,0.4588235
-188.5,0.4352941
-187.5,0.4117647
-186.5,0.3882353
-185.5,0.3647059
-184.5,0.3411765
-183.5,0.3176471
-182.5,0.2941177
-181.5,0.2705882
-180.5,0.2470588
-179.5,0.2235294
-178.5,0.2
-177.5,0.1764706
-176.5,0.1529412
-175.5,0.1294118
-174.5,0.1058824
-173.5,0.08235294
-172.5,0.05882353
-171.5,0.03529412
-170.5,0.01176471
