85,0
86,0.02352941
87,0.04705882
88,0.07058824
89,0.09411765
90,0.1176471
91,0.1411765
92,0.1647059
93,0.1882353
94,0.2117647
95,0.2352941
96,0.2588235
97,0.282353
98,0.3058824
99,0.3294118
100,0.3529412
101,0.3764706
102,0.4
103,0.4235294
104,0.4470588
105,0.4705882
106,0.4941176
107,0.5176471
108,0.5411765
109,0.5647059
110,0.5882353
111,0.6117647
112,0.6352941
113,0.6588235
114,0.682353
115,0.7058824
116,0.7294118
117,0.7529412
118,0.7764706
119,0.8
120,0.8235294
121,0.8470588
122,0.8705882
123,0.8941177
124,0.9176471
125,0.9411765
126,0.9647059
127,0.9882353
127.5,1
128.5,0.9764706
129.5,0.9529412
130.5,0.9294118
131.5,0.9058824
132.5,0.8823529
133.5,0.8588235
134.5,0.8352941
135.5,0.8117647
136.5,0.7882353
137.5,0.7647059
138.5,0.7411765
139.5,0.7176471
140.5,0.6941177
141.5,0.6705883
142.5,0.6470588
143.5,0.6235294
144.5,0.6
145.5,0.5764706
146.5,0.5529412
147.5,0.5294118
148.5,0.5058824
149.5,0.4823529
150.5,0.4588235
151.5,0.4352941
152.5,0.4117647
153.5,0.3882353
154.5,0.3647059
155.5,0.3411765
156.5,0.3176471
157.5,0.2941177
158.5,0.2705882
159.5,0.2470588
160.5,0.2235294
161.5,0.2
162.5,0.1764706
163.5,0.1529412
164.5,0.1294118
165.5,0.1058824
166.5,0.08235294
167.5,0.05882353
168.5,0.03529412
169.5,0.01176471
